Company,Order_no,Quantity,Sales,Status,Product_line,City,Country,Deal_size,Order_date
"Australian Collectors, Co.",10347,45,5884.65,Shipped,"Trucks and Buses",Melbourne,Australia,Medium,2019-11-29
"Mini Gifts Distributors Ltd.",10357,28,3559.64,Shipped,"Trucks and Buses","San Rafael",USA,Medium,2019-12-10
"Anna's Decorations, Ltd",10370,29,1668.37,Shipped,"Trucks and Buses","North Sydney",Australia,Small,2020-01-20
"Mini Gifts Distributors Ltd.",10382,39,4890.60,Shipped,"Trucks and Buses","San Rafael",USA,Medium,2020-02-17
"La Rochelle Gifts",10425,38,4325.16,"In Process","Trucks and Buses",Nantes,France,Medium,2020-05-31
"Baane Mini Imports",10103,41,1938.89,Shipped,"Vintage Cars",Stavern,Norway,Small,2018-01-29
"Mini Gifts Distributors Ltd.",10113,50,2490.50,Shipped,"Vintage Cars","San Rafael",USA,Small,2018-03-26
"Corrida Auto Replicas, Ltd",10126,43,2314.69,Shipped,"Vintage Cars",Madrid,Spain,Small,2018-05-28
"Technics Stores Inc.",10140,29,1254.83,Shipped,"Vintage Cars",Burlingame,USA,Small,2018-07-24
"Dragon Souveniers, Ltd.",10150,30,1282.80,Shipped,"Vintage Cars",Singapore,Singapore,Small,2018-09-19
"Mini Auto Werke",10164,25,1345.75,Resolved,"Vintage Cars",Graz,Austria,Small,2018-10-21
"Australian Gift Network, Co",10174,49,2194.22,Shipped,"Vintage Cars","South Brisbane",Australia,Small,2018-11-06
"Classic Gift Ideas, Inc",10183,40,1972.00,Shipped,"Vintage Cars",Philadelphia,USA,Small,2018-11-13
"Saveley & Henriot, Co.",10194,41,1835.98,Shipped,"Vintage Cars",Lyon,France,Small,2018-11-25
"West Coast Collectables Co.",10215,46,2082.88,Shipped,"Vintage Cars",Burbank,USA,Small,2019-01-29
"Mini Gifts Distributors Ltd.",10229,39,1569.75,Shipped,"Vintage Cars","San Rafael",USA,Small,2019-03-11
"Super Scale Inc.",10245,45,2694.15,Shipped,"Vintage Cars","New Haven",USA,Small,2019-05-04
"Souveniers And Things Co.",10270,44,2567.84,Shipped,"Vintage Cars",Chatswood,Australia,Small,2019-07-19
"Diecast Classics Inc.",10281,44,2634.28,Shipped,"Vintage Cars",Allentown,USA,Small,2019-08-19
"Auto Assoc. & Cie.",10304,34,1676.20,Shipped,"Vintage Cars",Versailles,France,Small,2019-10-11
"Mini Gifts Distributors Ltd.",10312,39,2217.15,Shipped,"Vintage Cars","San Rafael",USA,Small,2019-10-21
"Vitachrome Inc.",10324,38,6832.02,Shipped,"Vintage Cars",NYC,USA,Medium,2019-11-05
"Corrida Auto Replicas, Ltd",10348,29,7110.80,Shipped,"Vintage Cars",Madrid,Spain,Large,2019-11-01
"Euro Shopping Channel",10358,30,5302.80,Shipped,"Vintage Cars",Madrid,Spain,Medium,2019-12-10
"Anna's Decorations, Ltd",10370,20,2730.00,Shipped,"Vintage Cars","North Sydney",Australia,Small,2020-01-20
"Mini Gifts Distributors Ltd.",10382,39,7827.30,Shipped,"Vintage Cars","San Rafael",USA,Large,2020-02-17
"Euro Shopping Channel",10424,26,1556.62,"In Process","Vintage Cars",Madrid,Spain,Small,2020-05-31
"Marseille Mini Autos",10122,28,3583.16,Shipped,"Classic Cars",Marseille,France,Medium,2018-05-08
"Mini Gifts Distributors Ltd.",10135,31,4705.18,Shipped,"Classic Cars","San Rafael",USA,Medium,2018-07-02
"Gift Ideas Corp.",10146,29,4444.54,Shipped,"Classic Cars",Glendale,USA,Medium,2018-09-03
"Anna's Decorations, Ltd",10169,33,4910.40,Shipped,"Classic Cars","North Sydney",Australia,Medium,2018-11-04
"Daedalus Designs Imports",10180,44,5565.12,Shipped,"Classic Cars",Lille,France,Medium,2018-11-11
"Toms Spezialitten, Ltd",10191,32,4237.76,Shipped,"Classic Cars",Koln,Germany,Medium,2018-11-20
"Auto Canal Petit",10211,41,5673.58,Shipped,"Classic Cars",Paris,France,Medium,2019-01-15
"Vida Sport, Ltd",10225,35,5260.15,Shipped,"Classic Cars",Gensve,Switzerland,Medium,2019-02-22
"Danish Wholesale Imports",10238,44,6350.96,Shipped,"Classic Cars",Kobenhavn,Denmark,Medium,2019-04-09
"Auto Canal Petit",10252,26,3559.40,Shipped,"Classic Cars",Paris,France,Medium,2019-05-26
Gifts4AllAges.com,10264,20,2410.60,Shipped,"Classic Cars",Boston,USA,Small,2019-06-30
"Online Mini Collectables",10276,48,5713.92,Shipped,"Classic Cars",Brickhaven,USA,Medium,2019-08-02
"Vida Sport, Ltd",10287,34,4300.32,Shipped,"Classic Cars",Gensve,Switzerland,Medium,2019-08-30
"Toys of Finland, Co.",10299,49,7947.31,Shipped,"Classic Cars",Helsinki,Finland,Large,2019-09-30
"Toms Spezialitten, Ltd",10310,40,5356.80,Shipped,"Classic Cars",Koln,Germany,Medium,2019-10-16
"Microscale Inc.",10319,45,7901.10,Shipped,"Classic Cars",NYC,USA,Large,2019-11-03
"Australian Collectors, Co.",10342,38,6276.46,Shipped,"Classic Cars",Melbourne,Australia,Medium,2019-11-24
"Euro Shopping Channel",10355,25,4203.50,Shipped,"Classic Cars",Madrid,Spain,Medium,2019-12-07
"Euro Shopping Channel",10378,49,3289.86,Shipped,"Classic Cars",Madrid,Spain,Medium,2020-02-10
"Mini Gifts Distributors Ltd.",10390,49,6862.94,Shipped,"Classic Cars","San Rafael",USA,Medium,2020-03-04
"Signal Gift Stores",10124,23,1327.79,Shipped,"Classic Cars","Las Vegas",USA,Small,2018-05-21
"Anna's Decorations, Ltd",10148,29,2356.25,Shipped,"Classic Cars","North Sydney",Australia,Small,2018-09-11
"Heintze Collectables",10161,25,2013.50,Shipped,"Classic Cars",Aaarhus,Denmark,Small,2018-10-17
"Rovelli Gifts",10173,39,2807.22,Shipped,"Classic Cars",Bergamo,Italy,Small,2018-11-05
"Mini Gifts Distributors Ltd.",10182,44,3072.96,Shipped,"Classic Cars","San Rafael",USA,Medium,2018-11-12
"Australian Collectables, Ltd",10193,25,1906.50,Shipped,"Classic Cars","Glen Waverly",Australia,Small,2018-11-21
"Muscle Machine Inc",10204,45,3431.70,Shipped,"Classic Cars",NYC,USA,Medium,2018-12-02
"Saveley & Henriot, Co.",10227,37,2136.01,Shipped,"Classic Cars",Lyon,France,Small,2019-03-02
"Mini Caravy",10241,30,2009.70,Shipped,"Classic Cars",Strasbourg,France,Small,2019-04-13
"Muscle Machine Inc",10267,36,2719.80,Shipped,"Classic Cars",NYC,USA,Small,2019-07-07
"Euro Shopping Channel",10279,26,1575.08,Shipped,"Classic Cars",Madrid,Spain,Small,2019-08-09
"Handji Gifts& Co",10288,23,1688.43,Shipped,"Classic Cars",Singapore,Singapore,Small,2019-09-01
"Euro Shopping Channel",10311,25,1674.75,Shipped,"Classic Cars",Madrid,Spain,Small,2019-10-16
"Marseille Mini Autos",10344,26,1649.18,Shipped,"Classic Cars",Marseille,France,Small,2019-11-25
Toys4GrownUps.com,10367,44,3751.00,Resolved,"Classic Cars",Pasadena,USA,Medium,2020-01-12
"Euro Shopping Channel",10380,24,4536.00,Shipped,"Classic Cars",Madrid,Spain,Medium,2020-02-16
"The Sharp Gifts Warehouse",10407,66,4421.34,"On Hold","Classic Cars","San Jose",USA,Medium,2020-04-22
"Souveniers And Things Co.",10420,36,2078.28,"In Process","Classic Cars",Chatswood,Australia,Small,2020-05-29
"Signal Gift Stores",10124,22,1713.80,Shipped,"Classic Cars","Las Vegas",USA,Small,2018-05-21
"Anna's Decorations, Ltd",10148,25,1506.50,Shipped,"Classic Cars","North Sydney",Australia,Small,2018-09-11
"Heintze Collectables",10161,37,2692.12,Shipped,"Classic Cars",Aaarhus,Denmark,Small,2018-10-17
"Gift Depot Inc.",10172,32,2422.08,Shipped,"Classic Cars",Bridgewater,USA,Small,2018-11-05
"Mini Gifts Distributors Ltd.",10182,47,3488.34,Shipped,"Classic Cars","San Rafael",USA,Medium,2018-11-12
"Online Diecast Creations Co.",10192,37,2583.34,Shipped,"Classic Cars",Nashua,USA,Small,2018-11-20
"Muscle Machine Inc",10204,20,1249.40,Shipped,"Classic Cars",NYC,USA,Small,2018-12-02
"Euro Shopping Channel",10212,41,3374.71,Shipped,"Classic Cars",Madrid,Spain,Medium,2019-01-16
"Collectable Mini Designs Co.",10226,21,1265.46,Shipped,"Classic Cars","San Diego",USA,Small,2019-02-26
"Mini Caravy",10241,22,1681.46,Shipped,"Classic Cars",Strasbourg,France,Small,2019-04-13
"Muscle Machine Inc",10267,40,3204.00,Shipped,"Classic Cars",NYC,USA,Medium,2019-07-07
"Euro Shopping Channel",10279,32,2398.72,Shipped,"Classic Cars",Madrid,Spain,Small,2019-08-09
"Handji Gifts& Co",10288,36,2381.04,Shipped,"Classic Cars",Singapore,Singapore,Small,2019-09-01
"Euro Shopping Channel",10311,26,2273.70,Shipped,"Classic Cars",Madrid,Spain,Small,2019-10-16
FunGiftIdeas.com,10321,30,2116.50,Shipped,"Classic Cars","New Bedford",USA,Small,2019-11-04
"Marseille Mini Autos",10344,29,1726.37,Shipped,"Classic Cars",Marseille,France,Small,2019-11-25
Toys4GrownUps.com,10367,21,1267.77,Resolved,"Classic Cars",Pasadena,USA,Small,2020-01-12
"Euro Shopping Channel",10380,34,3441.82,Shipped,"Classic Cars",Madrid,Spain,Medium,2020-02-16
"The Sharp Gifts Warehouse",10407,26,1987.18,"On Hold","Classic Cars","San Jose",USA,Small,2020-04-22
"Souveniers And Things Co.",10420,60,3880.20,"In Process","Classic Cars",Chatswood,Australia,Medium,2020-05-29
"Euro Shopping Channel",10104,35,1942.15,Shipped,"Classic Cars",Madrid,Spain,Small,2018-01-31
"Classic Legends Inc.",10115,47,3259.92,Shipped,"Classic Cars",NYC,USA,Medium,2018-04-04
"Muscle Machine Inc",10127,20,1213.80,Shipped,"Classic Cars",NYC,USA,Small,2018-06-03
"Australian Gift Network, Co",10152,25,1632.75,Shipped,"Classic Cars","South Brisbane",Australia,Small,2018-09-25
"Dragon Souveniers, Ltd.",10165,25,1734.00,Shipped,"Classic Cars",Singapore,Singapore,Small,2018-10-22
"L'ordine Souveniers",10176,27,1857.06,Shipped,"Classic Cars","Reggio Emilia",Italy,Small,2018-11-06
"Iberia Gift Imports, Corp.",10184,31,1863.41,Shipped,"Classic Cars",Sevilla,Spain,Small,2018-11-14
"Mini Classics",10195,44,2924.68,Shipped,"Classic Cars","White Plains",USA,Small,2018-11-25
"Diecast Collectables",10207,49,2294.18,Shipped,"Classic Cars",Boston,USA,Small,2018-12-09
"Clover Collections, Co.",10220,26,1457.82,Shipped,"Classic Cars",Dublin,Ireland,Small,2019-02-12
"Blauer See Auto, Co.",10230,36,1955.88,Shipped,"Classic Cars",Frankfurt,Germany,Small,2019-03-15
"Euro Shopping Channel",10246,44,2314.40,Shipped,"Classic Cars",Madrid,Spain,Small,2019-05-05
"Handji Gifts& Co",10259,28,1310.96,Shipped,"Classic Cars",Singapore,Singapore,Small,2019-06-15
"Mini Gifts Distributors Ltd.",10271,45,2913.30,Shipped,"Classic Cars","San Rafael",USA,Small,2019-07-20
"Mini Gifts Distributors Ltd.",10282,29,1357.78,Shipped,"Classic Cars","San Rafael",USA,Small,2019-08-20
"Land of Toys Inc.",10292,40,2150.00,Shipped,"Classic Cars",NYC,USA,Small,2019-09-08
"Marta's Replicas Co.",10305,45,2783.25,Shipped,"Classic Cars",Cambridge,USA,Small,2019-10-13
"Heintze Collectables",10314,44,2339.92,Shipped,"Classic Cars",Aaarhus,Denmark,Small,2019-10-22
"Vitachrome Inc.",10324,25,1729.00,Shipped,"Classic Cars",NYC,USA,Small,2019-11-05
"La Corne D'abondance, Co.",10336,45,5972.40,Shipped,"Classic Cars",Paris,France,Medium,2019-11-20
"Muscle Machine Inc",10349,48,2275.20,Shipped,"Classic Cars",NYC,USA,Small,2019-12-01
"Euro Shopping Channel",10358,44,2673.44,Shipped,"Classic Cars",Madrid,Spain,Small,2019-12-10
"Mini Gifts Distributors Ltd.",10371,25,2431.75,Shipped,"Classic Cars","San Rafael",USA,Small,2020-01-23
"Euro Shopping Channel",10383,22,2018.72,Shipped,"Classic Cars",Madrid,Spain,Small,2020-02-22
"Euro Shopping Channel",10394,31,1558.99,Shipped,"Classic Cars",Madrid,Spain,Small,2020-03-15
"Euro Shopping Channel",10412,21,1104.60,Shipped,"Classic Cars",Madrid,Spain,Small,2020-05-03
"La Rochelle Gifts",10425,55,2575.10,"In Process","Classic Cars",Nantes,France,Small,2020-05-31
"Land of Toys Inc.",10107,25,2845.75,Shipped,Motorcycles,NYC,USA,Small,2018-02-24
"Australian Collectors, Co.",10120,35,3431.75,Shipped,Motorcycles,Melbourne,Australia,Medium,2018-04-29
"Lyon Souveniers",10134,35,3273.90,Shipped,Motorcycles,Paris,France,Medium,2018-07-01
Toys4GrownUps.com,10145,43,4119.40,Shipped,Motorcycles,Pasadena,USA,Medium,2018-08-25
"Technics Stores Inc.",10168,50,5747.50,Shipped,Motorcycles,Burlingame,USA,Medium,2018-10-28
"Daedalus Designs Imports",10180,48,5355.36,Shipped,Motorcycles,Lille,France,Medium,2018-11-11
"Auto Canal Petit",10211,25,2254.00,Shipped,Motorcycles,Paris,France,Small,2019-01-15
"Australian Collectors, Co.",10223,32,2921.28,Shipped,Motorcycles,Melbourne,Australia,Small,2019-02-20
"Vitachrome Inc.",10237,20,2299.00,Shipped,Motorcycles,NYC,USA,Small,2019-04-05
"Tekni Collectables Inc.",10251,26,2637.18,Shipped,Motorcycles,Newark,USA,Small,2019-05-18
"Gift Depot Inc.",10263,42,4307.52,Shipped,Motorcycles,Bridgewater,USA,Medium,2019-06-28
"La Rochelle Gifts",10275,21,2153.76,Shipped,Motorcycles,Nantes,France,Small,2019-07-23
"Marta's Replicas Co.",10285,34,3716.88,Shipped,Motorcycles,Cambridge,USA,Medium,2019-08-27
"Toys of Finland, Co.",10299,47,5455.76,Shipped,Motorcycles,Helsinki,Finland,Medium,2019-09-30
"Baane Mini Imports",10309,21,2650.62,Shipped,Motorcycles,Stavern,Norway,Small,2019-10-15
"Diecast Classics Inc.",10318,48,6437.28,Shipped,Motorcycles,Allentown,USA,Medium,2019-11-02
"Land of Toys Inc.",10329,30,2633.40,Shipped,Motorcycles,NYC,USA,Small,2019-11-15
"Technics Stores Inc.",10362,50,4846.00,Shipped,Motorcycles,Burlingame,USA,Medium,2020-01-05
"Australian Gift Network, Co",10374,38,4197.10,Shipped,Motorcycles,"South Brisbane",Australia,Medium,2020-02-02
"Euro Shopping Channel",10417,35,3550.05,Disputed,Motorcycles,Madrid,Spain,Medium,2020-05-13
"Atelier graphique",10123,50,2993.50,Shipped,"Classic Cars",Nantes,France,Small,2018-05-20
"Reims Collectables",10137,26,1295.06,Shipped,"Classic Cars",Reims,France,Small,2018-07-10
"Anna's Decorations, Ltd",10148,47,2671.95,Shipped,"Classic Cars","North Sydney",Australia,Small,2018-09-11
"Heintze Collectables",10161,23,1226.59,Shipped,"Classic Cars",Aaarhus,Denmark,Small,2018-10-17
"Gift Depot Inc.",10172,34,1453.84,Shipped,"Classic Cars",Bridgewater,USA,Small,2018-11-05
"Online Diecast Creations Co.",10192,47,2530.01,Shipped,"Classic Cars",Nashua,USA,Small,2018-11-20
"Muscle Machine Inc",10204,45,2241.45,Shipped,"Classic Cars",NYC,USA,Small,2018-12-02
"Euro Shopping Channel",10212,45,2399.85,Shipped,"Classic Cars",Madrid,Spain,Small,2019-01-16
"Collectable Mini Designs Co.",10226,36,1557.72,Shipped,"Classic Cars","San Diego",USA,Small,2019-02-26
"Mini Caravy",10241,21,845.25,Shipped,"Classic Cars",Strasbourg,France,Small,2019-04-13
"L'ordine Souveniers",10266,28,1352.40,Shipped,"Classic Cars","Reggio Emilia",Italy,Small,2019-07-06
"Signal Gift Stores",10278,35,1584.80,Shipped,"Classic Cars","Las Vegas",USA,Small,2019-08-06
"Handji Gifts& Co",10288,50,2616.00,Shipped,"Classic Cars",Singapore,Singapore,Small,2019-09-01
"Euro Shopping Channel",10311,45,2218.50,Shipped,"Classic Cars",Madrid,Spain,Small,2019-10-16
FunGiftIdeas.com,10321,48,2028.48,Shipped,"Classic Cars","New Bedford",USA,Small,2019-11-04
"Reims Collectables",10343,27,977.67,Shipped,"Classic Cars",Reims,France,Small,2019-11-24
Toys4GrownUps.com,10367,38,1463.00,Resolved,"Classic Cars",Pasadena,USA,Small,2020-01-12
"Euro Shopping Channel",10379,32,3970.56,Shipped,"Classic Cars",Madrid,Spain,Medium,2020-02-10
"The Sharp Gifts Warehouse",10407,64,2576.00,"On Hold","Classic Cars","San Jose",USA,Small,2020-04-22
"Souveniers And Things Co.",10420,37,2233.69,"In Process","Classic Cars",Chatswood,Australia,Small,2020-05-29
"Rovelli Gifts",10106,28,2481.64,Shipped,Planes,Bergamo,Italy,Small,2018-02-17
"Australian Collectors, Co.",10120,39,4651.53,Shipped,Planes,Melbourne,Australia,Medium,2018-04-29
"Euro Shopping Channel",10133,41,3858.10,Shipped,Planes,Madrid,Spain,Medium,2018-06-27
Toys4GrownUps.com,10145,40,3501.60,Shipped,Planes,Pasadena,USA,Medium,2018-08-25
"Technics Stores Inc.",10168,49,6433.70,Shipped,Planes,Burlingame,USA,Medium,2018-10-28
"Australian Collectors, Co.",10223,34,3608.76,Shipped,Planes,Melbourne,Australia,Medium,2019-02-20
"The Sharp Gifts Warehouse",10250,31,2747.53,Shipped,Planes,"San Jose",USA,Small,2019-05-11
"Euro Shopping Channel",10262,34,3310.92,Cancelled,Planes,Madrid,Spain,Medium,2019-06-24
"La Rochelle Gifts",10275,25,2380.00,Shipped,Planes,Nantes,France,Small,2019-07-23
"Clover Collections, Co.",10297,32,4061.76,Shipped,Planes,Dublin,Ireland,Medium,2019-09-16
"Mini Classics",10308,31,3493.70,Shipped,Planes,"White Plains",USA,Medium,2019-10-15
"Rovelli Gifts",10328,47,4114.38,Shipped,Planes,Bergamo,Italy,Medium,2019-11-12
"Gift Ideas Corp.",10353,28,2008.44,Shipped,Planes,Glendale,USA,Small,2019-12-04
"Australian Gift Network, Co",10374,46,4328.60,Shipped,Planes,"South Brisbane",Australia,Medium,2020-02-02
"Euro Shopping Channel",10386,33,1376.43,Resolved,Planes,Madrid,Spain,Small,2020-03-01
"Reims Collectables",10398,43,5552.16,Shipped,Planes,Reims,France,Medium,2020-03-30
"Tekni Collectables Inc.",10401,38,3659.02,"On Hold",Planes,Newark,USA,Medium,2020-04-03
"L'ordine Souveniers",10416,47,4165.61,Shipped,Planes,"Reggio Emilia",Italy,Medium,2020-05-10
"Blauer See Auto, Co.",10101,45,1404.00,Shipped,"Vintage Cars",Frankfurt,Germany,Small,2018-01-09
"Signal Gift Stores",10124,45,1702.80,Shipped,"Vintage Cars","Las Vegas",USA,Small,2018-05-21
"Signal Collectibles Ltd.",10149,36,1194.84,Shipped,"Vintage Cars",Brisbane,USA,Small,2018-09-12
"Rovelli Gifts",10173,31,977.43,Shipped,"Vintage Cars",Bergamo,Italy,Small,2018-11-05
"Mini Gifts Distributors Ltd.",10182,39,1436.76,Shipped,"Vintage Cars","San Rafael",USA,Small,2018-11-12
"Australian Collectables, Ltd",10193,26,759.46,Shipped,"Vintage Cars","Glen Waverly",Australia,Small,2018-11-21
"Euro Shopping Channel",10205,32,1189.44,Shipped,"Vintage Cars",Madrid,Spain,Small,2018-12-03
"Corrida Auto Replicas, Ltd",10214,20,683.80,Shipped,"Vintage Cars",Madrid,Spain,Small,2019-01-26
"Saveley & Henriot, Co.",10227,42,1226.82,Shipped,"Vintage Cars",Lyon,France,Small,2019-03-02
"Diecast Collectables",10243,33,974.82,Shipped,"Vintage Cars",Boston,USA,Small,2019-04-26
"Amica Models & Co.",10280,20,577.60,Shipped,"Vintage Cars",Torino,Italy,Small,2019-08-17
"Handji Gifts& Co",10288,29,1106.93,Shipped,"Vintage Cars",Singapore,Singapore,Small,2019-09-01
"Auto Assoc. & Cie.",10304,23,694.60,Shipped,"Vintage Cars",Versailles,France,Small,2019-10-11
"Mini Gifts Distributors Ltd.",10312,39,1152.06,Shipped,"Vintage Cars","San Rafael",USA,Small,2019-10-21
"Online Diecast Creations Co.",10322,20,2624.00,Shipped,"Vintage Cars",Nashua,USA,Small,2019-11-04
"Marseille Mini Autos",10344,20,703.60,Shipped,"Vintage Cars",Marseille,France,Small,2019-11-25
"Lyon Souveniers",10356,48,9720.00,Shipped,"Vintage Cars",Paris,France,Large,2019-12-09
Toys4GrownUps.com,10367,23,834.67,Resolved,"Vintage Cars",Pasadena,USA,Small,2020-01-12
"Euro Shopping Channel",10380,32,2257.92,Shipped,"Vintage Cars",Madrid,Spain,Small,2020-02-16
"Anna's Decorations, Ltd",10391,33,8344.71,Shipped,"Vintage Cars","North Sydney",Australia,Large,2020-03-09
"Handji Gifts& Co",10409,61,1801.94,Shipped,"Vintage Cars",Singapore,Singapore,Small,2020-04-23
"Souveniers And Things Co.",10420,45,1209.60,"In Process","Vintage Cars",Chatswood,Australia,Small,2020-05-29
"Land of Toys Inc.",10107,38,3155.14,Shipped,Motorcycles,NYC,USA,Medium,2018-02-24
"Australian Collectors, Co.",10120,34,2848.86,Shipped,Motorcycles,Melbourne,Australia,Small,2018-04-29
"Lyon Souveniers",10134,43,3570.29,Shipped,Motorcycles,Paris,France,Medium,2018-07-01
Toys4GrownUps.com,10145,47,3902.41,Shipped,Motorcycles,Pasadena,USA,Medium,2018-08-25
"Baane Mini Imports",10158,22,1474.66,Shipped,Motorcycles,Stavern,Norway,Small,2018-10-10
"Technics Stores Inc.",10168,29,2186.89,Shipped,Motorcycles,Burlingame,USA,Small,2018-10-28
"Daedalus Designs Imports",10180,28,1919.40,Shipped,Motorcycles,Lille,France,Small,2018-11-11
"Australian Collectors, Co.",10223,38,2633.78,Shipped,Motorcycles,Melbourne,Australia,Small,2019-02-20
"Motor Mint Distributors Inc.",10236,36,3153.60,Shipped,Motorcycles,Philadelphia,USA,Medium,2019-04-03
"The Sharp Gifts Warehouse",10250,32,2803.20,Shipped,Motorcycles,"San Jose",USA,Small,2019-05-11
"Gift Depot Inc.",10263,37,2311.02,Shipped,Motorcycles,Bridgewater,USA,Small,2019-06-28
"La Rochelle Gifts",10275,30,2399.40,Shipped,Motorcycles,Nantes,France,Small,2019-07-23
"Marta's Replicas Co.",10285,39,2733.12,Shipped,Motorcycles,Cambridge,USA,Small,2019-08-27
"Clover Collections, Co.",10297,32,2096.32,Shipped,Motorcycles,Dublin,Ireland,Small,2019-09-16
"Mini Classics",10308,47,2971.34,Shipped,Motorcycles,"White Plains",USA,Small,2019-10-15
"Diecast Classics Inc.",10318,26,2257.58,Shipped,Motorcycles,Allentown,USA,Small,2019-11-02
"Land of Toys Inc.",10329,37,3493.91,Shipped,Motorcycles,NYC,USA,Medium,2019-11-15
"Enaco Distributors",10340,55,4398.90,Shipped,Motorcycles,Barcelona,Spain,Medium,2019-11-24
"La Rochelle Gifts",10375,23,2443.29,Shipped,Motorcycles,Nantes,France,Small,2020-02-03
"Auto Canal Petit",10402,59,5168.40,Shipped,Motorcycles,Paris,France,Medium,2020-04-07
"L'ordine Souveniers",10416,32,2803.20,Shipped,Motorcycles,"Reggio Emilia",Italy,Small,2020-05-10
"Danish Wholesale Imports",10105,43,6341.21,Shipped,Ships,Kobenhavn,Denmark,Medium,2018-02-11
"Dragon Souveniers, Ltd.",10117,41,5189.78,Shipped,Ships,Singapore,Singapore,Medium,2018-04-16
"Mini Gifts Distributors Ltd.",10142,33,3366.00,Shipped,Ships,"San Rafael",USA,Medium,2018-08-08
"Euro Shopping Channel",10153,40,5456.40,Shipped,Ships,Madrid,Spain,Medium,2018-09-28
"CAF Imports",10177,50,6083.00,Shipped,Ships,Madrid,Spain,Medium,2018-11-07
"Mini Creations Ltd.",10185,30,3170.70,Shipped,Ships,"New Bedford",USA,Medium,2018-11-14
"Enaco Distributors",10197,41,4534.60,Shipped,Ships,Barcelona,Spain,Medium,2018-11-26
"Saveley & Henriot, Co.",10208,35,4301.15,Shipped,Ships,Lyon,France,Medium,2019-01-02
"Land of Toys Inc.",10248,48,6960.48,Cancelled,Ships,NYC,USA,Medium,2019-05-07
"Amica Models & Co.",10293,21,2941.89,Shipped,Ships,Torino,Italy,Small,2019-09-09
"La Rochelle Gifts",10315,35,4215.05,Shipped,Ships,Nantes,France,Medium,2019-10-29
"Classic Legends Inc.",10337,29,2087.13,Shipped,Ships,NYC,USA,Small,2019-11-21
"Euro Shopping Channel",10350,34,1711.22,Shipped,Ships,Madrid,Spain,Small,2019-12-02
"Mini Gifts Distributors Ltd.",10396,49,5720.75,Shipped,Ships,"San Rafael",USA,Medium,2020-03-23
Gifts4AllAges.com,10414,23,3335.23,"On Hold",Ships,Boston,USA,Medium,2020-05-06
"Blauer See Auto, Co.",10101,46,2472.96,Shipped,"Vintage Cars",Frankfurt,Germany,Small,2018-01-09
"Signal Gift Stores",10124,22,995.50,Shipped,"Vintage Cars","Las Vegas",USA,Small,2018-05-21
"Signal Collectibles Ltd.",10149,49,2414.72,Shipped,"Vintage Cars",Brisbane,USA,Small,2018-09-12
"Rovelli Gifts",10173,27,1112.94,Shipped,"Vintage Cars",Bergamo,Italy,Small,2018-11-05
"Mini Gifts Distributors Ltd.",10182,31,1138.94,Shipped,"Vintage Cars","San Rafael",USA,Small,2018-11-12
"Australian Collectables, Ltd",10193,20,1012.40,Shipped,"Vintage Cars","Glen Waverly",Australia,Small,2018-11-21
"Euro Shopping Channel",10205,24,913.92,Shipped,"Vintage Cars",Madrid,Spain,Small,2018-12-03
"Corrida Auto Replicas, Ltd",10214,49,2349.06,Shipped,"Vintage Cars",Madrid,Spain,Small,2019-01-26
"Saveley & Henriot, Co.",10227,24,1161.12,Shipped,"Vintage Cars",Lyon,France,Small,2019-03-02
"Euro Shopping Channel",10244,39,1764.75,Shipped,"Vintage Cars",Madrid,Spain,Small,2019-04-29
"Mini Caravy",10255,37,1690.90,Shipped,"Vintage Cars",Strasbourg,France,Small,2019-06-04
"Amica Models & Co.",10280,45,2137.05,Shipped,"Vintage Cars",Torino,Italy,Small,2019-08-17
"Auto Assoc. & Cie.",10304,44,1734.48,Shipped,"Vintage Cars",Versailles,France,Small,2019-10-11
"Mini Gifts Distributors Ltd.",10312,23,865.49,Shipped,"Vintage Cars","San Rafael",USA,Small,2019-10-21
"Online Diecast Creations Co.",10322,30,3500.10,Shipped,"Vintage Cars",Nashua,USA,Medium,2019-11-04
"Atelier graphique",10345,43,2311.68,Shipped,"Vintage Cars",Nantes,France,Small,2019-11-25
"Lyon Souveniers",10356,26,828.36,Shipped,"Vintage Cars",Paris,France,Small,2019-12-09
Toys4GrownUps.com,10367,28,856.52,Resolved,"Vintage Cars",Pasadena,USA,Small,2020-01-12
"Euro Shopping Channel",10380,27,1845.45,Shipped,"Vintage Cars",Madrid,Spain,Small,2020-02-16
"Anna's Decorations, Ltd",10391,24,4042.08,Shipped,"Vintage Cars","North Sydney",Australia,Medium,2020-03-09
"Mini Gifts Distributors Ltd.",10421,40,1828.00,"In Process","Vintage Cars","San Rafael",USA,Small,2020-05-29
"Baane Mini Imports",10103,36,3680.28,Shipped,"Trucks and Buses",Stavern,Norway,Medium,2018-01-29
"La Corne D'abondance, Co.",10114,21,2925.09,Shipped,"Trucks and Buses",Paris,France,Small,2018-04-01
"Corrida Auto Replicas, Ltd",10126,27,3415.77,Shipped,"Trucks and Buses",Madrid,Spain,Medium,2018-05-28
"Technics Stores Inc.",10140,47,5105.14,Shipped,"Trucks and Buses",Burlingame,USA,Medium,2018-07-24
"Oulu Toy Supplies, Inc.",10151,42,5098.80,Shipped,"Trucks and Buses",Oulu,Finland,Medium,2018-09-21
